# logM_lo logM_hi N Mave
1.369180330850601202e+01 1.380721314308071079e+01 5.386977570381332189e+05 5.585548359774200000e+13
1.380721314308071079e+01 1.392262297765541135e+01 3.931997219328930951e+05 7.294737256258700000e+13
1.392262297765541135e+01 1.403803281223011012e+01 2.786214222256156499e+05 9.515651962695800000e+13
1.403803281223011012e+01 1.415344264680480890e+01 1.967228736513003823e+05 1.239825755283120000e+14
1.415344264680480890e+01 1.426885248137950946e+01 1.358902136494684964e+05 1.616665301647240000e+14
1.426885248137950946e+01 1.438426231595420823e+01 8.907782281690344098e+04 2.108081150398400000e+14
1.438426231595420823e+01 1.449967215052890701e+01 5.809528020335364999e+04 2.746938417951820000e+14
1.449967215052890701e+01 1.461508198510360756e+01 3.553885716646233050e+04 3.575936981922080000e+14
1.461508198510360756e+01 1.473049181967830634e+01 2.077216251200860279e+04 4.661873565108070000e+14
1.473049181967830634e+01 1.484590165425300512e+01 1.173991758604197275e+04 6.074812019148570000e+14
1.484590165425300512e+01 1.496131148882770567e+01 5.971358125233224200e+03 7.905574554921060000e+14
1.496131148882770567e+01 1.507672132340240445e+01 2.828680462534746766e+03 1.031945329553508000e+15
1.507672132340240445e+01 1.519213115797710500e+01 1.201315710684227724e+03 1.338870975813177000e+15
1.519213115797710500e+01 1.530754099255180378e+01 4.236655021475402805e+02 1.740741607565012000e+15
1.530754099255180378e+01 1.542295082712650256e+01 1.131436198605530876e+02 2.287707964601770000e+15
1.542295082712650256e+01 1.553836066170120311e+01 3.203297767693238285e+01 2.992712500000000000e+15
1.553836066170120311e+01 1.565377049627590189e+01 6.005081828864428317e+00 3.847900000000000000e+15
1.565377049627590189e+01 1.576918033085060067e+01 4.002847587676959584e+00 4.807475000000000000e+15
