# logM_lo logM_hi N Mave
1.370256313190689390e+01 1.381743497531154929e+01 6.240892273465869948e+05 5.728190588115600000e+13
1.381743497531154929e+01 1.393230681871620469e+01 4.630628322215916123e+05 7.472966643120100000e+13
1.393230681871620469e+01 1.404717866212086008e+01 3.412062234372930834e+05 9.734098414417800000e+13
1.404717866212086008e+01 1.416205050552551548e+01 2.466335297382678255e+05 1.267245570727140000e+14
1.416205050552551548e+01 1.427692234893017087e+01 1.768502744851617608e+05 1.648771149089780000e+14
1.427692234893017087e+01 1.439179419233482626e+01 1.221447255404980097e+05 2.147904706795210000e+14
1.439179419233482626e+01 1.450666603573948166e+01 8.184948472737864358e+04 2.796534853143750000e+14
1.450666603573948166e+01 1.462153787914413705e+01 5.401115461947955191e+04 3.639641654566430000e+14
1.462153787914413705e+01 1.473640972254879244e+01 3.348989024311911635e+04 4.740283603263150000e+14
1.473640972254879244e+01 1.485128156595344606e+01 2.005111726084103066e+04 6.168510230742270000e+14
1.485128156595344606e+01 1.496615340935810323e+01 1.118075589370915986e+04 8.023878561176890000e+14
1.496615340935810323e+01 1.508102525276275685e+01 5.845941228843170393e+03 1.044606474622771000e+15
1.508102525276275685e+01 1.519589709616741224e+01 2.819486919800269334e+03 1.355742572850035000e+15
1.519589709616741224e+01 1.531076893957206764e+01 1.218935661219930807e+03 1.759832621199671000e+15
1.531076893957206764e+01 1.542564078297672303e+01 4.455770961420674894e+02 2.285490112359550000e+15
1.542564078297672303e+01 1.554051262638137842e+01 1.431508448245186855e+02 2.977555944055944000e+15
1.554051262638137842e+01 1.565538446978603382e+01 5.004427316385497448e+01 3.726130000000000000e+15
1.565538446978603382e+01 1.577025631319068921e+01 1.300942363967664051e+01 4.815223076923077000e+15
1.577025631319068921e+01 1.588512815659534461e+01 3.001759573331848507e+00 6.316833333333333000e+15
