# logM_lo logM_hi N Mave
1.370256313190689390e+01 1.381743497531154929e+01 5.140498756994439173e+05 5.725387880887500000e+13
1.381743497531154929e+01 1.393230681871620469e+01 3.690682685169058386e+05 7.465402391358900000e+13
1.393230681871620469e+01 1.404717866212086008e+01 2.619646855181744031e+05 9.725909239440100000e+13
1.404717866212086008e+01 1.416205050552551548e+01 1.805555000472819665e+05 1.265952789040110000e+14
1.416205050552551548e+01 1.427692234893017087e+01 1.233978904302585579e+05 1.647191640947970000e+14
1.427692234893017087e+01 1.439179419233482626e+01 8.017446785307745449e+04 2.145075593898160000e+14
1.439179419233482626e+01 1.450666603573948166e+01 5.029063328355047270e+04 2.792074352917620000e+14
1.450666603573948166e+01 1.462153787914413705e+01 3.071690155130871426e+04 3.633407977086740000e+14
1.462153787914413705e+01 1.473640972254879244e+01 1.724735382166098134e+04 4.726961900879390000e+14
1.473640972254879244e+01 1.485128156595344606e+01 9.404891136182201080e+03 6.153004620638130000e+14
1.485128156595344606e+01 1.496615340935810323e+01 4.604546253603069999e+03 7.981713918536260000e+14
1.496615340935810323e+01 1.508102525276275685e+01 2.060929696044990578e+03 1.040613545719844000e+15
1.508102525276275685e+01 1.519589709616741224e+01 8.386313258620976967e+02 1.356716367980884000e+15
1.519589709616741224e+01 1.531076893957206764e+01 2.754391628718101401e+02 1.750707636363636000e+15
1.531076893957206764e+01 1.542564078297672303e+01 8.010332952403679485e+01 2.297272500000000000e+15
1.542564078297672303e+01 1.554051262638137842e+01 1.801938191224203933e+01 2.900127777777778000e+15
1.554051262638137842e+01 1.565538446978603382e+01 7.006282680128459894e+00 3.662157142857142000e+15
1.565538446978603382e+01 1.577025631319068921e+01 2.001360748400886180e+00 5.222500000000000000e+15
