# logM_lo logM_hi N Mave
1.368570441575707974e+01 1.380141919496922576e+01 4.136201477500399924e+05 5.512822770981100000e+13
1.380141919496922576e+01 1.391713397418137177e+01 2.802768297284833388e+05 7.200470952753100000e+13
1.391713397418137177e+01 1.403284875339351778e+01 1.937453231961405254e+05 9.379916171483900000e+13
1.403284875339351778e+01 1.414856353260566380e+01 1.279218081064835715e+05 1.223626728402390000e+14
1.414856353260566380e+01 1.426427831181780981e+01 8.210406595475539507e+04 1.597245342142170000e+14
1.426427831181780981e+01 1.437999309102995582e+01 5.044831586986919137e+04 2.083404354690430000e+14
1.437999309102995582e+01 1.449570787024210183e+01 2.969740053734769390e+04 2.716987003830370000e+14
1.449570787024210183e+01 1.461142264945424785e+01 1.631776222540073832e+04 3.541045415896480000e+14
1.461142264945424785e+01 1.472713742866639386e+01 8.299348477852241558e+03 4.608985344305940000e+14
1.472713742866639386e+01 1.484285220787853987e+01 3.935005795412938369e+03 6.012910124968120000e+14
1.484285220787853987e+01 1.495856698709068588e+01 1.605655056004527296e+03 7.823574391005620000e+14
1.495856698709068588e+01 1.507428176630283190e+01 6.535434661844985840e+02 1.017475920245398000e+15
1.507428176630283190e+01 1.518999654551497791e+01 2.003860520448390616e+02 1.321227000000000000e+15
1.518999654551497791e+01 1.530571132472712392e+01 5.208183823379985000e+01 1.715867307692307000e+15
1.530571132472712392e+01 1.542142610393926994e+01 8.010304705445255635e+00 2.217587500000000000e+15
1.542142610393926994e+01 1.553714088315141595e+01 2.002108602872574306e+00 2.866150000000000000e+15
