# logM_lo logM_hi N Mave
1.373833171482028526e+01 1.385141512907927108e+01 2.061046436560384755e+05 6.186723857653700000e+13
1.385141512907927108e+01 1.396449854333825691e+01 1.287698715118549881e+05 8.027566795412600000e+13
1.396449854333825691e+01 1.407758195759724273e+01 7.796373773970219190e+04 1.041100120886850000e+14
1.407758195759724273e+01 1.419066537185622856e+01 4.512477383063535672e+04 1.347742032856050000e+14
1.419066537185622856e+01 1.430374878611521439e+01 2.443461106406601903e+04 1.748225293582530000e+14
1.430374878611521439e+01 1.441683220037420021e+01 1.245443880747575349e+04 2.263930502024290000e+14
1.441683220037420021e+01 1.452991561463318604e+01 5.966862015303375301e+03 2.934646895038810000e+14
1.452991561463318604e+01 1.464299902889217186e+01 2.507025939593858311e+03 3.801812956277570000e+14
1.464299902889217186e+01 1.475608244315115769e+01 1.018661600978938964e+03 4.918114299802760000e+14
1.475608244315115769e+01 1.486916585741014174e+01 3.442899977207176221e+02 6.355625364431480000e+14
1.486916585741014174e+01 1.498224927166912934e+01 8.425831565027938552e+01 8.219933333333330000e+14
1.498224927166912934e+01 1.509533268592811339e+01 1.202935231628016588e+01 1.101435833333333000e+15
1.509533268592811339e+01 1.520841610018709922e+01 5.010479924379025896e+00 1.342240000000000000e+15
1.520841610018709922e+01 1.532149951444608504e+01 2.003361478988507915e+00 1.780400000000000000e+15
