# logM_lo logM_hi N Mave
1.374859957268677491e+01 1.386116959405243598e+01 2.547027905218863743e+05 6.336780148291000000e+13
1.386116959405243598e+01 1.397373961541809706e+01 1.612540786137043033e+05 8.217873166477000000e+13
1.397373961541809706e+01 1.408630963678375814e+01 1.015360822377207223e+05 1.062888840887030000e+14
1.408630963678375814e+01 1.419887965814941921e+01 6.007798896085694287e+04 1.376217873940080000e+14
1.419887965814941921e+01 1.431144967951508207e+01 3.455976375596474099e+04 1.780923277979180000e+14
1.431144967951508207e+01 1.442401970088074314e+01 1.834340508728766144e+04 2.306630331519050000e+14
1.442401970088074314e+01 1.453658972224640422e+01 9.107598269459511357e+03 2.990726898839130000e+14
1.453658972224640422e+01 1.464915974361206530e+01 4.225816087391795918e+03 3.856853046168490000e+14
1.464915974361206530e+01 1.476172976497772638e+01 1.672711643374066171e+03 4.987698198198190000e+14
1.476172976497772638e+01 1.487429978634338745e+01 5.842007423273105360e+02 6.462905154639170000e+14
1.487429978634338745e+01 1.498686980770904853e+01 1.915918371618312221e+02 8.336618324607320000e+14
1.498686980770904853e+01 1.509943982907470961e+01 4.511373417563617494e+01 1.081659333333333000e+15
1.509943982907470961e+01 1.521200985044037068e+01 9.018988075256277881e+00 1.362811111111111000e+15
1.521200985044037068e+01 1.532457987180603176e+01 4.006870288164464888e+00 1.773075000000000000e+15
