# logM_lo logM_hi N Mave
1.375735676503281368e+01 1.386948892678117318e+01 4.257472782642429229e+05 6.466630538853000000e+13
1.386948892678117318e+01 1.398162108852953267e+01 2.988826426878893981e+05 8.378361332883100000e+13
1.398162108852953267e+01 1.409375325027789216e+01 2.000841661764669698e+05 1.084738696422400000e+14
1.409375325027789216e+01 1.420588541202625166e+01 1.343700770614051726e+05 1.402237704349660000e+14
1.420588541202625166e+01 1.431801757377461115e+01 8.643183731415365764e+04 1.814978468804430000e+14
1.431801757377461115e+01 1.443014973552296887e+01 5.324965308439397631e+04 2.349300397719740000e+14
1.443014973552296887e+01 1.454228189727132836e+01 3.075314860112875976e+04 3.036425120330040000e+14
1.454228189727132836e+01 1.465441405901968785e+01 1.720317510433291682e+04 3.923399707704890000e+14
1.465441405901968785e+01 1.476654622076804735e+01 8.860995355111479512e+03 5.066452993197270000e+14
1.476654622076804735e+01 1.487867838251640684e+01 4.210954916381040675e+03 6.547130441001190000e+14
1.487867838251640684e+01 1.499081054426476634e+01 1.813628986771328982e+03 8.452650055309730000e+14
1.499081054426476634e+01 1.510294270601312583e+01 6.977771188662355826e+02 1.089423103448275000e+15
1.510294270601312583e+01 1.521507486776148532e+01 2.364951260407932807e+02 1.400631355932203000e+15
1.521507486776148532e+01 1.532720702950984482e+01 5.709787743273043503e+01 1.809896491228070000e+15
1.532720702950984482e+01 1.543933919125820253e+01 1.702451016477675694e+01 2.263905882352941000e+15
1.543933919125820253e+01 1.555147135300656203e+01 2.002414011194373344e+00 2.842400000000000000e+15
1.555147135300656203e+01 1.566360351475492152e+01 1.001004421626043195e+00 3.596600000000000000e+15
