# logM_lo logM_hi N Mave
1.368570441575707974e+01 1.380141919496922576e+01 5.509981572510875994e+05 5.518659201668800000e+13
1.380141919496922576e+01 1.391713397418137177e+01 3.927572061498063849e+05 7.207582629168800000e+13
1.391713397418137177e+01 1.403284875339351778e+01 2.868941965208576876e+05 9.392349033265000000e+13
1.403284875339351778e+01 1.414856353260566380e+01 2.026136279682863096e+05 1.225907763341990000e+14
1.414856353260566380e+01 1.426427831181780981e+01 1.388980693893184944e+05 1.599338092779380000e+14
1.426427831181780981e+01 1.437999309102995582e+01 9.362580473007967521e+04 2.087198193075970000e+14
1.437999309102995582e+01 1.449570787024210183e+01 6.028614158573582972e+04 2.722859409230560000e+14
1.449570787024210183e+01 1.461142264945424785e+01 3.760481991369899333e+04 3.551389503515760000e+14
1.461142264945424785e+01 1.472713742866639386e+01 2.208556920125250326e+04 4.619396252671790000e+14
1.472713742866639386e+01 1.484285220787853987e+01 1.249937717923278615e+04 6.034048799678840000e+14
1.484285220787853987e+01 1.495856698709068588e+01 6.272109475674100395e+03 7.865166597377670000e+14
1.495856698709068588e+01 1.507428176630283190e+01 2.992034891446632173e+03 1.023330130653266000e+15
1.507428176630283190e+01 1.518999654551497791e+01 1.239380564613289607e+03 1.326206790622473000e+15
1.518999654551497791e+01 1.530571132472712392e+01 4.537092593325439793e+02 1.727155629139073000e+15
1.530571132472712392e+01 1.542142610393926994e+01 1.561970159061509094e+02 2.274318589743590000e+15
1.542142610393926994e+01 1.553714088315141595e+01 3.503678639265889672e+01 2.877608571428571000e+15
1.553714088315141595e+01 1.565285566236356196e+01 1.000839567431230037e+01 3.837360000000000000e+15
