# logM_lo logM_hi N Mave
1.373833171482028526e+01 1.385141512907927108e+01 4.952443372200730955e+05 6.203366069424400000e+13
1.385141512907927108e+01 1.396449854333825691e+01 3.507500325657498906e+05 8.055155056542100000e+13
1.396449854333825691e+01 1.407758195759724273e+01 2.471216977725070028e+05 1.044296744296910000e+14
1.407758195759724273e+01 1.419066537185622856e+01 1.695356677438775660e+05 1.354042077377500000e+14
1.419066537185622856e+01 1.430374878611521439e+01 1.133048563871682272e+05 1.756531565712850000e+14
1.430374878611521439e+01 1.441683220037420021e+01 7.196262166374248045e+04 2.276788233233370000e+14
1.441683220037420021e+01 1.452991561463318604e+01 4.463534121795431565e+04 2.951115415848950000e+14
1.452991561463318604e+01 1.464299902889217186e+01 2.629151604886990026e+04 3.820609187225090000e+14
1.464299902889217186e+01 1.475608244315115769e+01 1.459042291185650902e+04 4.950826198017070000e+14
1.475608244315115769e+01 1.486916585741014174e+01 7.461762318554003286e+03 6.414629297820820000e+14
1.486916585741014174e+01 1.498224927166912934e+01 3.604983598649537271e+03 8.286878992765720000e+14
1.498224927166912934e+01 1.509533268592811339e+01 1.495712376120017552e+03 1.077684852546916000e+15
1.509533268592811339e+01 1.520841610018709922e+01 5.501195853863337106e+02 1.390041712204007000e+15
1.520841610018709922e+01 1.532149951444608504e+01 1.843068265044342127e+02 1.798491847826086000e+15
1.532149951444608504e+01 1.543458292870507087e+01 5.307236822096786710e+01 2.323081132075471000e+15
1.543458292870507087e+01 1.554766634296405670e+01 9.009755902601925825e+00 3.122311111111111000e+15
1.554766634296405670e+01 1.566074975722304252e+01 1.000966359178709908e+00 3.617200000000000000e+15
1.566074975722304252e+01 1.577383317148202835e+01 1.000745034525805766e+00 5.048000000000000000e+15
