# logM_lo logM_hi N Mave
1.375735676503281368e+01 1.386948892678117318e+01 1.496464663859406719e+05 6.444504291079200000e+13
1.386948892678117318e+01 1.398162108852953267e+01 9.100242690195143223e+04 8.348884807517800000e+13
1.398162108852953267e+01 1.409375325027789216e+01 5.092621727703919169e+04 1.080450246913580000e+14
1.409375325027789216e+01 1.420588541202625166e+01 2.832503849100912339e+04 1.396857521364460000e+14
1.420588541202625166e+01 1.431801757377461115e+01 1.432942143820935053e+04 1.804227233622450000e+14
1.431801757377461115e+01 1.443014973552296887e+01 6.803597172156902161e+03 2.334227245775270000e+14
1.443014973552296887e+01 1.454228189727132836e+01 2.994766108561128476e+03 3.015983120376590000e+14
1.454228189727132836e+01 1.465441405901968785e+01 1.136471138090702198e+03 3.883127345132740000e+14
1.465441405901968785e+01 1.476654622076804735e+01 3.938358354643179382e+02 5.017261479591830000e+14
1.476654622076804735e+01 1.487867838251640684e+01 1.094172763298865050e+02 6.493025688073390000e+14
1.487867838251640684e+01 1.499081054426476634e+01 2.006324057088514223e+01 8.289260000000000000e+14
1.499081054426476634e+01 1.510294270601312583e+01 8.021047120780719908e+00 1.048347500000000000e+15
1.510294270601312583e+01 1.521507486776148532e+01 1.002248347436361486e+00 1.281700000000000000e+15
