# logM_lo logM_hi N Mave
1.370256313190689390e+01 1.381743497531154929e+01 1.812301427687125688e+05 5.706756719098500000e+13
1.381743497531154929e+01 1.393230681871620469e+01 1.106315776200891269e+05 7.440779649229400000e+13
1.393230681871620469e+01 1.404717866212086008e+01 6.560771906916929584e+04 9.685364710252600000e+13
1.404717866212086008e+01 1.416205050552551548e+01 3.668978046710963099e+04 1.259662446873100000e+14
1.416205050552551548e+01 1.427692234893017087e+01 1.987034154983320695e+04 1.636340042706790000e+14
1.427692234893017087e+01 1.439179419233482626e+01 9.767467090817432108e+03 2.131978651801380000e+14
1.439179419233482626e+01 1.450666603573948166e+01 4.468994659216858963e+03 2.771570714124800000e+14
1.450666603573948166e+01 1.462153787914413705e+01 1.809893065196873067e+03 3.606417166666660000e+14
1.462153787914413705e+01 1.473640972254879244e+01 6.981060264210960895e+02 4.694786474820140000e+14
1.473640972254879244e+01 1.485128156595344606e+01 1.806583900654948138e+02 6.065618888888890000e+14
1.485128156595344606e+01 1.496615340935810323e+01 5.014945436717601268e+01 7.850596000000000000e+14
1.496615340935810323e+01 1.508102525276275685e+01 1.403381155696863480e+01 1.031027857142857000e+15
1.508102525276275685e+01 1.519589709616741224e+01 1.002128629357331713e+00 1.211800000000000000e+15
