# logM_lo logM_hi N Mave
1.373833171482028526e+01 1.385141512907927108e+01 4.170079432612254168e+05 6.198530807729900000e+13
1.385141512907927108e+01 1.396449854333825691e+01 2.877518339735379559e+05 8.051515386822100000e+13
1.396449854333825691e+01 1.407758195759724273e+01 1.957947893571975292e+05 1.043433699563780000e+14
1.407758195759724273e+01 1.419066537185622856e+01 1.300391524592418864e+05 1.352995704417840000e+14
1.419066537185622856e+01 1.430374878611521439e+01 8.304870417106906825e+04 1.754203243348450000e+14
1.430374878611521439e+01 1.441683220037420021e+01 5.055534646789816179e+04 2.272845439131900000e+14
1.441683220037420021e+01 1.452991561463318604e+01 2.986074980550078180e+04 2.946391199379570000e+14
1.452991561463318604e+01 1.464299902889217186e+01 1.641553081774517341e+04 3.818457075471690000e+14
1.464299902889217186e+01 1.475608244315115769e+01 8.380183732975665407e+03 4.944758643011260000e+14
1.475608244315115769e+01 1.486916585741014174e+01 3.999886982209463895e+03 6.410954404015050000e+14
1.486916585741014174e+01 1.498224927166912934e+01 1.650038999035047937e+03 8.260709665653490000e+14
1.498224927166912934e+01 1.509533268592811339e+01 6.646618932116399492e+02 1.067586470588235000e+15
1.509533268592811339e+01 1.520841610018709922e+01 1.953985258620805610e+02 1.386336923076923000e+15
1.520841610018709922e+01 1.532149951444608504e+01 6.010091710325755088e+01 1.778946666666666000e+15
1.532149951444608504e+01 1.543458292870507087e+01 1.502044958759940307e+01 2.327866666666666000e+15
1.543458292870507087e+01 1.554766634296405670e+01 1.001201252533886921e+00 2.737300000000000000e+15
1.554766634296405670e+01 1.566074975722304252e+01 1.000971759730665100e+00 3.591500000000000000e+15
