# logM_lo logM_hi N Mave
1.368570441575707974e+01 1.380141919496922576e+01 2.766207315408152062e+05 5.504006270906700000e+13
1.380141919496922576e+01 1.391713397418137177e+01 1.769521031304746575e+05 7.190606292578700000e+13
1.391713397418137177e+01 1.403284875339351778e+01 1.135035558407158387e+05 9.363971683917600000e+13
1.403284875339351778e+01 1.414856353260566380e+01 6.909500880048342515e+04 1.220865214970250000e+14
1.414856353260566380e+01 1.426427831181780981e+01 3.999189349872226012e+04 1.593981864565170000e+14
1.426427831181780981e+01 1.437999309102995582e+01 2.229197038138892822e+04 2.075805373134320000e+14
1.437999309102995582e+01 1.449570787024210183e+01 1.120631882210592266e+04 2.706776437297880000e+14
1.449570787024210183e+01 1.461142264945424785e+01 5.415218476384564383e+03 3.526541496472330000e+14
1.461142264945424785e+01 1.472713742866639386e+01 2.338274640345392527e+03 4.589585652920960000e+14
1.472713742866639386e+01 1.484285220787853987e+01 8.751216803736272141e+02 5.996579931192660000e+14
1.484285220787853987e+01 1.495856698709068588e+01 2.908479347499460346e+02 7.767331379310340000e+14
1.495856698709068588e+01 1.507428176630283190e+01 8.219539226422874378e+01 1.009061097560975000e+15
1.507428176630283190e+01 1.518999654551497791e+01 1.402698494649518679e+01 1.323542857142857000e+15
1.518999654551497791e+01 1.530571132472712392e+01 3.004876096286677623e+00 1.646300000000000000e+15
1.530571132472712392e+01 1.542142610393926994e+01 1.001346760508289968e+00 2.094500000000000000e+15
