# logM_lo logM_hi N Mave
1.374859957268677491e+01 1.386116959405243598e+01 4.735423718026477727e+05 6.350423462225900000e+13
1.386116959405243598e+01 1.397373961541809706e+01 3.281064927970273420e+05 8.235687676317700000e+13
1.397373961541809706e+01 1.408630963678375814e+01 2.334392701284913637e+05 1.065932356071050000e+14
1.408630963678375814e+01 1.419887965814941921e+01 1.564064886204718787e+05 1.380676480491050000e+14
1.419887965814941921e+01 1.431144967951508207e+01 1.035220628317196388e+05 1.786256332777010000e+14
1.431144967951508207e+01 1.442401970088074314e+01 6.555625258339950233e+04 2.314754698027870000e+14
1.442401970088074314e+01 1.453658972224640422e+01 3.958064805650507333e+04 2.996161532982260000e+14
1.453658972224640422e+01 1.464915974361206530e+01 2.257867581500237793e+04 3.879732175307320000e+14
1.464915974361206530e+01 1.476172976497772638e+01 1.214570213933485138e+04 5.021443118279570000e+14
1.476172976497772638e+01 1.487429978634338745e+01 6.020611429021062577e+03 6.489164754918300000e+14
1.487429978634338745e+01 1.498686980770904853e+01 2.746446279362824498e+03 8.383435354273190000e+14
1.498686980770904853e+01 1.509943982907470961e+01 1.105787751016149059e+03 1.081673717135086000e+15
1.509943982907470961e+01 1.521200985044037068e+01 3.747731964424772855e+02 1.398769251336898000e+15
1.521200985044037068e+01 1.532457987180603176e+01 8.414293628847512707e+01 1.794453571428571000e+15
1.532457987180603176e+01 1.543714989317169284e+01 3.805293196829742897e+01 2.318784210526315000e+15
1.543714989317169284e+01 1.554971991453735569e+01 4.004536910176145881e+00 3.016850000000000000e+15
1.554971991453735569e+01 1.566228993590301677e+01 1.000893352056403396e+00 4.095900000000000000e+15
