# logM_lo logM_hi N Mave
1.369180330850601202e+01 1.380721314308071079e+01 3.951811009557269863e+05 5.580342950499500000e+13
1.380721314308071079e+01 1.392262297765541135e+01 2.756015580645945738e+05 7.285615859082900000e+13
1.392262297765541135e+01 1.403803281223011012e+01 1.840298794061944063e+05 9.504495536783300000e+13
1.403803281223011012e+01 1.415344264680480890e+01 1.220527963843831385e+05 1.238085459492640000e+14
1.415344264680480890e+01 1.426885248137950946e+01 7.765739152273778745e+04 1.614017901090030000e+14
1.426885248137950946e+01 1.438426231595420823e+01 4.717811714411271532e+04 2.104366785630320000e+14
1.438426231595420823e+01 1.449967215052890701e+01 2.743331639118511157e+04 2.739335576676080000e+14
1.449967215052890701e+01 1.461508198510360756e+01 1.521828871997236092e+04 3.567597661205070000e+14
1.461508198510360756e+01 1.473049181967830634e+01 7.733035947556419160e+03 4.645858124431740000e+14
1.473049181967830634e+01 1.484590165425300512e+01 3.679186603435625784e+03 6.044159956355700000e+14
1.484590165425300512e+01 1.496131148882770567e+01 1.575591224702757017e+03 7.880764926798210000e+14
1.496131148882770567e+01 1.507672132340240445e+01 5.543182017428002837e+02 1.022885605786618000e+15
1.507672132340240445e+01 1.519213115797710500e+01 1.733358149736950793e+02 1.330242774566474000e+15
1.519213115797710500e+01 1.530754099255180378e+01 4.206600539833723218e+01 1.743214285714285000e+15
1.530754099255180378e+01 1.542295082712650256e+01 1.201588602480422452e+01 2.171491666666666000e+15
1.542295082712650256e+01 1.553836066170120311e+01 1.001121555271157648e+00 2.685200000000000000e+15
