# logM_lo logM_hi N Mave
1.369180330850601202e+01 1.380721314308071079e+01 5.837214386297344463e+05 5.587486909279000000e+13
1.380721314308071079e+01 1.392262297765541135e+01 4.326226153201781563e+05 7.297010017265400000e+13
1.392262297765541135e+01 1.403803281223011012e+01 3.101834142117042211e+05 9.518516534523100000e+13
1.403803281223011012e+01 1.415344264680480890e+01 2.229106734587656392e+05 1.240085515277310000e+14
1.415344264680480890e+01 1.426885248137950946e+01 1.569745710286413087e+05 1.617531627209600000e+14
1.426885248137950946e+01 1.438426231595420823e+01 1.056296905412911583e+05 2.108673675419250000e+14
1.438426231595420823e+01 1.449967215052890701e+01 7.038478255515647470e+04 2.746987758517120000e+14
1.449967215052890701e+01 1.461508198510360756e+01 4.518265792014131875e+04 3.579517385789620000e+14
1.461508198510360756e+01 1.473049181967830634e+01 2.682673412955068488e+04 4.663346976674520000e+14
1.473049181967830634e+01 1.484590165425300512e+01 1.579534418279876081e+04 6.081419620052100000e+14
1.484590165425300512e+01 1.496131148882770567e+01 8.593957535823485159e+03 7.916263472984010000e+14
1.496131148882770567e+01 1.507672132340240445e+01 4.271086977625994223e+03 1.031976660408354000e+15
1.507672132340240445e+01 1.519213115797710500e+01 1.969786747081325075e+03 1.343581129196337000e+15
1.519213115797710500e+01 1.530754099255180378e+01 7.832299065020064290e+02 1.741523785166240000e+15
1.530754099255180378e+01 1.542295082712650256e+01 2.403081155016260766e+02 2.258472083333333000e+15
1.542295082712650256e+01 1.553836066170120311e+01 7.007265187991934852e+01 2.965600000000000000e+15
1.553836066170120311e+01 1.565377049627590189e+01 1.501290589004746145e+01 3.771106666666666000e+15
1.565377049627590189e+01 1.576918033085060067e+01 7.004795348171874991e+00 5.050242857142857000e+15
