# logM_lo logM_hi N Mave
1.374859957268677491e+01 1.386116959405243598e+01 1.443858536723796278e+05 6.326234116045600000e+13
1.386116959405243598e+01 1.397373961541809706e+01 8.352577569625477190e+04 8.199271691275100000e+13
1.397373961541809706e+01 1.408630963678375814e+01 4.826453349384939065e+04 1.060477186447810000e+14
1.408630963678375814e+01 1.419887965814941921e+01 2.538131710551642391e+04 1.372870328398700000e+14
1.419887965814941921e+01 1.431144967951508207e+01 1.299611356696945404e+04 1.774528059399780000e+14
1.431144967951508207e+01 1.442401970088074314e+01 5.940095653070811750e+03 2.300752631578940000e+14
1.442401970088074314e+01 1.453658972224640422e+01 2.489184105483411258e+03 2.971827103559870000e+14
1.453658972224640422e+01 1.464915974361206530e+01 8.980816418408015807e+02 3.836886674132130000e+14
1.464915974361206530e+01 1.476172976497772638e+01 2.993832685582669910e+02 4.975634563758380000e+14
1.476172976497772638e+01 1.487429978634338745e+01 8.633082604607898247e+01 6.322925581395340000e+14
1.487429978634338745e+01 1.498686980770904853e+01 2.307288414078492877e+01 8.099460869565210000e+14
1.498686980770904853e+01 1.509943982907470961e+01 2.005125613648968574e+00 1.062550000000000000e+15
