# logM_lo logM_hi N Mave
1.368570441575707974e+01 1.380141919496922576e+01 3.433262979725638870e+05 5.509368496380900000e+13
1.380141919496922576e+01 1.391713397418137177e+01 2.266874963517950964e+05 7.196264391160500000e+13
1.391713397418137177e+01 1.403284875339351778e+01 1.504208206683780008e+05 9.374826694703500000e+13
1.403284875339351778e+01 1.414856353260566380e+01 9.634052639009246195e+04 1.222698580181390000e+14
1.414856353260566380e+01 1.426427831181780981e+01 5.849234889083405142e+04 1.593965404275890000e+14
1.426427831181780981e+01 1.437999309102995582e+01 3.450011339835678518e+04 2.079785885034620000e+14
1.437999309102995582e+01 1.449570787024210183e+01 1.893347664652598542e+04 2.711460761378130000e+14
1.449570787024210183e+01 1.461142264945424785e+01 9.639957856679395263e+03 3.533103170629950000e+14
1.461142264945424785e+01 1.472713742866639386e+01 4.589140298697708204e+03 4.597844823812650000e+14
1.472713742866639386e+01 1.484285220787853987e+01 1.948965416247295934e+03 5.981919258496390000e+14
1.484285220787853987e+01 1.495856698709068588e+01 7.220939745667046736e+02 7.820198055555550000e+14
1.495856698709068588e+01 1.507428176630283190e+01 2.636276285372517805e+02 1.007026882129277000e+15
1.507428176630283190e+01 1.518999654551497791e+01 6.111729189589236455e+01 1.327677049180327000e+15
1.518999654551497791e+01 1.530571132472712392e+01 1.201938184055667236e+01 1.659858333333333000e+15
1.530571132472712392e+01 1.542142610393926994e+01 2.002394096792602607e+00 2.435900000000000000e+15
