# logM_lo logM_hi N Mave
1.375735676503281368e+01 1.386948892678117318e+01 2.707685168809728930e+05 6.457907656828300000e+13
1.386948892678117318e+01 1.398162108852953267e+01 1.774701051346342138e+05 8.365788142796400000e+13
1.398162108852953267e+01 1.409375325027789216e+01 1.106732566643685423e+05 1.083003046821940000e+14
1.409375325027789216e+01 1.420588541202625166e+01 6.763253561267632176e+04 1.398784272001670000e+14
1.420588541202625166e+01 1.431801757377461115e+01 3.926671323229360132e+04 1.810512619335580000e+14
1.431801757377461115e+01 1.443014973552296887e+01 2.145629604389864835e+04 2.342201682726200000e+14
1.443014973552296887e+01 1.454228189727132836e+01 1.090041762187415407e+04 3.025457173210160000e+14
1.454228189727132836e+01 1.465441405901968785e+01 5.217556352535209953e+03 3.909904202004620000e+14
1.465441405901968785e+01 1.476654622076804735e+01 2.203229279255306665e+03 5.043846146830820000e+14
1.476654622076804735e+01 1.487867838251640684e+01 8.492308775393006499e+02 6.512661702127660000e+14
1.487867838251640684e+01 1.499081054426476634e+01 2.768640992441212347e+02 8.393666666666660000e+14
1.499081054426476634e+01 1.510294270601312583e+01 7.118463058372213936e+01 1.064249154929577000e+15
1.510294270601312583e+01 1.521507486776148532e+01 2.104360611853683594e+01 1.419085714285714000e+15
1.521507486776148532e+01 1.532720702950984482e+01 3.005098646875673740e+00 1.833900000000000000e+15
