# logM_lo logM_hi N Mave
1.375735676503281368e+01 1.386948892678117318e+01 7.223879773188254330e+04 6.433612948712400000e+13
1.386948892678117318e+01 1.398162108852953267e+01 3.954708349333915976e+04 8.326609765715600000e+13
1.398162108852953267e+01 1.409375325027789216e+01 1.995104252726026243e+04 1.077771726911710000e+14
1.409375325027789216e+01 1.420588541202625166e+01 9.425524092577461488e+03 1.392124382119060000e+14
1.420588541202625166e+01 1.431801757377461115e+01 4.244013171134374716e+03 1.801381119047610000e+14
1.431801757377461115e+01 1.443014973552296887e+01 1.729670910926184433e+03 2.329102040816320000e+14
1.443014973552296887e+01 1.454228189727132836e+01 5.609038301170917293e+02 3.001303231597840000e+14
1.454228189727132836e+01 1.465441405901968785e+01 1.649446376133304000e+02 3.853555487804870000e+14
1.465441405901968785e+01 1.476654622076804735e+01 4.219599668617676258e+01 5.042588095238090000e+14
1.476654622076804735e+01 1.487867838251640684e+01 1.405304692831759183e+01 6.577450000000000000e+14
1.487867838251640684e+01 1.499081054426476634e+01 2.006682238469229773e+00 7.724500000000000000e+14
