# logM_lo logM_hi N Mave
1.375735676503281368e+01 1.386948892678117318e+01 2.053542974565754994e+05 6.452248375181300000e+13
1.386948892678117318e+01 1.398162108852953267e+01 1.292412316731201281e+05 8.361841899639500000e+13
1.398162108852953267e+01 1.409375325027789216e+01 7.679667311735985277e+04 1.082040936227050000e+14
1.409375325027789216e+01 1.420588541202625166e+01 4.479522749736627156e+04 1.398234608514770000e+14
1.420588541202625166e+01 1.431801757377461115e+01 2.453853814483029419e+04 1.808362330656780000e+14
1.431801757377461115e+01 1.443014973552296887e+01 1.230809712449304425e+04 2.338356522451650000e+14
1.443014973552296887e+01 1.454228189727132836e+01 5.887796590211683906e+03 3.019512809988020000e+14
1.454228189727132836e+01 1.465441405901968785e+01 2.591706660961141552e+03 3.900589794334490000e+14
1.465441405901968785e+01 1.476654622076804735e+01 9.373578018809660080e+02 5.036408574490890000e+14
1.476654622076804735e+01 1.487867838251640684e+01 3.322658320420315476e+02 6.500059818731110000e+14
1.487867838251640684e+01 1.499081054426476634e+01 8.225817166914136180e+01 8.334014634146340000e+14
1.499081054426476634e+01 1.510294270601312583e+01 2.205658025008022349e+01 1.079272272727272000e+15
1.510294270601312583e+01 1.521507486776148532e+01 5.010631049064526721e+00 1.376920000000000000e+15
