# logM_lo logM_hi N Mave
1.369180330850601202e+01 1.380721314308071079e+01 1.978561697602812783e+05 5.569698897557100000e+13
1.380721314308071079e+01 1.392262297765541135e+01 1.243156890807661403e+05 7.268336481158100000e+13
1.392262297765541135e+01 1.403803281223011012e+01 7.360226644758270413e+04 9.474255036353300000e+13
1.403803281223011012e+01 1.415344264680480890e+01 4.290128346826760389e+04 1.233002702383760000e+14
1.415344264680480890e+01 1.426885248137950946e+01 2.350171438631218916e+04 1.608336870836020000e+14
1.426885248137950946e+01 1.438426231595420823e+01 1.190957454008752029e+04 2.094790772096170000e+14
1.438426231595420823e+01 1.449967215052890701e+01 5.709101818657085460e+03 2.724559707282660000e+14
1.449967215052890701e+01 1.461508198510360756e+01 2.455312234895275196e+03 3.556350409500400000e+14
1.461508198510360756e+01 1.473049181967830634e+01 9.391507018408372005e+02 4.620718930481280000e+14
1.473049181967830634e+01 1.484590165425300512e+01 3.211539815539160259e+02 6.024482187500000000e+14
1.484590165425300512e+01 1.496131148882770567e+01 8.224218948450204891e+01 7.775451219512190000e+14
1.496131148882770567e+01 1.507672132340240445e+01 1.303067750780152600e+01 1.036131538461538000e+15
1.507672132340240445e+01 1.519213115797710500e+01 1.002103027993014317e+00 1.200500000000000000e+15
