# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.762400243887463585e+05 1.436620772220000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.862949157251698198e+05 2.265889023790000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.620457576179115276e+05 3.570294337310000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.772671401748365024e+05 5.623176931950000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.189576593162376521e+05 8.855930845080000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 8.052074795476574218e+04 1.395849589300000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.354406118379128020e+04 2.199856426003000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.542813274466047733e+04 3.467689515057000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.348335934941491359e+04 5.462963660782000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.551762115756276398e+04 8.597918730650000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 9.999153854934827905e+03 1.355654318022600000e+13
1.323435738828882791e+01 1.343190328912534071e+01 6.460791290883928013e+03 2.134143202229700000e+13
1.343190328912534071e+01 1.362944918996185351e+01 3.979206806870519813e+03 3.359708848667600000e+13
1.362944918996185351e+01 1.382699509079836631e+01 2.447521579405719422e+03 5.282465222721700000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.459218020400249088e+03 8.329331734064400000e+13
1.402454099163487733e+01 1.422208689247139013e+01 8.000839749368933553e+02 1.310056125000000000e+14
1.422208689247139013e+01 1.441963279330790293e+01 3.980295989234448371e+02 2.038035678391950000e+14
1.441963279330790293e+01 1.461717869414441395e+01 2.090107887589487632e+02 3.255026794258370000e+14
1.461717869414441395e+01 1.481472459498092675e+01 8.100297578777687590e+01 5.034713580246910000e+14
1.481472459498092675e+01 1.501227049581743955e+01 1.600041591711259059e+01 7.845712500000000000e+14
1.501227049581743955e+01 1.520981639665395235e+01 6.000113228280858024e+00 1.183016666666666000e+15
1.520981639665395235e+01 1.540736229749046338e+01 3.000034245515041054e+00 2.254100000000000000e+15
1.540736229749046338e+01 1.560490819832697618e+01 1.000009389344420629e+00 2.895900000000000000e+15
