# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 6.113009586463535670e+05 1.435622664700000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 4.025034773667074624e+05 2.264880534700000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.686026115189852426e+05 3.566638506360000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.780822402509782405e+05 5.615657244200000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.169000274443032104e+05 8.857390677230000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 7.598950741331513564e+04 1.394633589560000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 4.939564791359657102e+04 2.197046368987000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.166950075899907461e+04 3.462752665042000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 1.992192316773681523e+04 5.458211263004000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.264312995853052416e+04 8.566541505699000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 7.269488944484508465e+03 1.349870378527100000e+13
1.323435738828882791e+01 1.343190328912534071e+01 4.358891560774764912e+03 2.122060087215900000e+13
1.343190328912534071e+01 1.362944918996185351e+01 2.377723881061576776e+03 3.343281952040300000e+13
1.362944918996185351e+01 1.382699509079836631e+01 1.286275657704393780e+03 5.244462674961100000e+13
1.382699509079836631e+01 1.402454099163487733e+01 6.560989346840328835e+02 8.231475914634100000e+13
1.402454099163487733e+01 1.422208689247139013e+01 2.680283464342671778e+02 1.297332835820890000e+14
1.422208689247139013e+01 1.441963279330790293e+01 1.070080216231103947e+02 2.017169158878500000e+14
1.441963279330790293e+01 1.461717869414441395e+01 3.300176041306735897e+01 3.120666666666660000e+14
1.461717869414441395e+01 1.481472459498092675e+01 8.000296560045999428e+00 4.977000000000000000e+14
1.501227049581743955e+01 1.520981639665395235e+01 1.000020586068383066e+00 1.058200000000000000e+15
