# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.706097566177211702e+05 1.436679516350000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.831924877922786982e+05 2.266436927550000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.598153358300462714e+05 3.569685068470000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.769145441651230794e+05 5.623556039450000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.184510416008224420e+05 8.856748089340000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 8.035505394035654899e+04 1.396460114408000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.359822663933801960e+04 2.199528401481000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.578377475759431400e+04 3.466902863941000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.362455044777166040e+04 5.459748972239000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.583890462856206068e+04 8.597127045813000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 1.022829049812184167e+04 1.356874349442300000e+13
1.323435738828882791e+01 1.343190328912534071e+01 6.573836728174545897e+03 2.137440709176600000e+13
1.343190328912534071e+01 1.362944918996185351e+01 4.158261261942485362e+03 3.359185061342300000e+13
1.362944918996185351e+01 1.382699509079836631e+01 2.543542350906488537e+03 5.278567636649600000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.522227906692431361e+03 8.307193758212800000e+13
1.402454099163487733e+01 1.422208689247139013e+01 8.940943398529401520e+02 1.301199664429530000e+14
1.422208689247139013e+01 1.441963279330790293e+01 4.600341059001897861e+02 2.046004347826080000e+14
1.441963279330790293e+01 1.461717869414441395e+01 2.120109666452248405e+02 3.246268867924520000e+14
1.461717869414441395e+01 1.481472459498092675e+01 1.070039231519120477e+02 5.047601869158870000e+14
1.481472459498092675e+01 1.501227049581743955e+01 2.200057047243162955e+01 7.870631818181810000e+14
1.501227049581743955e+01 1.520981639665395235e+01 8.000147812947181691e+00 1.215525000000000000e+15
1.520981639665395235e+01 1.540736229749046338e+01 2.000022787420287607e+00 2.259550000000000000e+15
1.540736229749046338e+01 1.560490819832697618e+01 2.000018752268905686e+00 2.901150000000000000e+15
