# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.598877240004132036e+05 1.436719666270000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.763419695687351632e+05 2.267075977710000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.565278133670079114e+05 3.569681048240000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.750014589581351029e+05 5.624667013400000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.180358965284682927e+05 8.858321868240000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 7.975186914546553453e+04 1.396671861117000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.379876426337297016e+04 2.199065722485000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.617542269256243162e+04 3.470445141369000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.402399581167473661e+04 5.472108389597000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.603306846612752815e+04 8.602125419813000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 1.049645905929165747e+04 1.355901773117200000e+13
1.323435738828882791e+01 1.343190328912534071e+01 6.828948486438240252e+03 2.135839290946300000e+13
1.343190328912534071e+01 1.362944918996185351e+01 4.420340646935504992e+03 3.359562525458200000e+13
1.362944918996185351e+01 1.382699509079836631e+01 2.793595643581350032e+03 5.278884353741400000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.658247583685290920e+03 8.336790772014400000e+13
1.402454099163487733e+01 1.422208689247139013e+01 1.008105711295217588e+03 1.311601289682530000e+14
1.422208689247139013e+01 1.441963279330790293e+01 5.200385583051037202e+02 2.045747115384610000e+14
1.441963279330790293e+01 1.461717869414441395e+01 2.710140749371777815e+02 3.229637269372690000e+14
1.461717869414441395e+01 1.481472459498092675e+01 1.300047452711710605e+02 5.076500000000000000e+14
1.481472459498092675e+01 1.501227049581743955e+01 4.300116578004119106e+01 7.433837209302320000e+14
1.501227049581743955e+01 1.520981639665395235e+01 1.100020956390604887e+01 1.168718181818181000e+15
1.520981639665395235e+01 1.540736229749046338e+01 7.000093222208637833e+00 1.849828571428571000e+15
1.540736229749046338e+01 1.560490819832697618e+01 2.000018012047173332e+00 3.054950000000000000e+15
