# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.293427920744840521e+05 1.432721214280000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.300378487638029037e+05 2.259952756620000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.051497323625507124e+05 3.557170572440000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.259240975601549144e+05 5.598875970040000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 7.500775211438629776e+04 8.819190184800000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 4.352140367814136698e+04 1.387737868689000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 2.514316677255628019e+04 2.187620255991000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 1.351323446323025019e+04 3.439411379642000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 6.877662035391453173e+03 5.411715096811000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 3.362990646099465721e+03 8.455823541666000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 1.508941821990340941e+03 1.331428779840800000e+13
1.323435738828882791e+01 1.343190328912534071e+01 5.982636115151429976e+02 2.080932775919700000e+13
1.343190328912534071e+01 1.362944918996185351e+01 1.850579900503176702e+02 3.221709729729700000e+13
1.362944918996185351e+01 1.382699509079836631e+01 6.301358095041602780e+01 5.206504761904700000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.300196865797414603e+01 8.188307692307600000e+13
1.402454099163487733e+01 1.422208689247139013e+01 2.000241234084598307e+00 1.096250000000000000e+14
