# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.825171087657713797e+05 1.436414791410000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.887993953424611245e+05 2.265567916940000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.637607670306923683e+05 3.568220108350000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.784740259452269820e+05 5.623580304800000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.193074667864053190e+05 8.858332807030000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 8.029602739393677621e+04 1.395315632772000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.346084973460287438e+04 2.199859564932000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.523478820571746473e+04 3.467712632207000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.332316386563790729e+04 5.461843423199000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.519633565448867193e+04 8.601273081736000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 9.787020507820543571e+03 1.356516583171400000e+13
1.323435738828882791e+01 1.343190328912534071e+01 6.241702154418693681e+03 2.128553550248400000e+13
1.343190328912534071e+01 1.362944918996185351e+01 3.830162428636248478e+03 3.356666179159000000e+13
1.362944918996185351e+01 1.382699509079836631e+01 2.347501035745580339e+03 5.272036855560200000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.366204186050776343e+03 8.326028404099500000e+13
1.402454099163487733e+01 1.422208689247139013e+01 7.100743839520730489e+02 1.313301267605630000e+14
1.422208689247139013e+01 1.441963279330790293e+01 3.650271631217664776e+02 2.036275342465750000e+14
1.441963279330790293e+01 1.461717869414441395e+01 1.820094836952534649e+02 3.216035164835160000e+14
1.461717869414441395e+01 1.481472459498092675e+01 6.500244239081440867e+01 4.891321538461530000e+14
1.481472459498092675e+01 1.501227049581743955e+01 1.300033029167014931e+01 8.079215384615380000e+14
1.501227049581743955e+01 1.520981639665395235e+01 3.000054465412792748e+00 1.243200000000000000e+15
1.520981639665395235e+01 1.540736229749046338e+01 4.000046998744484661e+00 2.172150000000000000e+15
