# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 5.884866231611123076e+05 1.436692050750000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.912368722622489440e+05 2.266371598050000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.652089747434295132e+05 3.568326961320000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.789303859235132113e+05 5.624726107880000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.193111733612304815e+05 8.859176326710000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 7.980324132493580692e+04 1.395371641471000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.320121759087036480e+04 2.199654021407000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.506548651099535346e+04 3.467922612347000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.289962249069919199e+04 5.464930195444000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.484504031300186216e+04 8.590314488942000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 9.703973773390580391e+03 1.355237255104100000e+13
1.323435738828882791e+01 1.343190328912534071e+01 6.031605702981011746e+03 2.134312025211400000e+13
1.343190328912534071e+01 1.362944918996185351e+01 3.641101132624806723e+03 3.371993928571400000e+13
1.362944918996185351e+01 1.382699509079836631e+01 2.182464234079675407e+03 5.295019156736900000e+13
1.382699509079836631e+01 1.402454099163487733e+01 1.225183780359971252e+03 8.287121306122400000e+13
1.402454099163487733e+01 1.422208689247139013e+01 6.780711487559636907e+02 1.310525811209430000e+14
1.422208689247139013e+01 1.441963279330790293e+01 3.140232083611132907e+02 2.054213057324840000e+14
1.441963279330790293e+01 1.461717869414441395e+01 1.570081584040702296e+02 3.227459235668790000e+14
1.461717869414441395e+01 1.481472459498092675e+01 4.400165217297376330e+01 4.895645454545450000e+14
1.481472459498092675e+01 1.501227049581743955e+01 9.000220202256384638e+00 8.479466666666660000e+14
1.501227049581743955e+01 1.520981639665395235e+01 3.000051897173012794e+00 1.322633333333333000e+15
1.520981639665395235e+01 1.540736229749046338e+01 3.000040242455721540e+00 1.832733333333333000e+15
