# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 6.063215947900548344e+05 1.435734700940000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 4.013583403548288043e+05 2.265633558440000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.688340417815231485e+05 3.565919771730000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.795600792481795943e+05 5.618870795620000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.181119802206605382e+05 8.860141087810000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 7.791640260859805858e+04 1.395108755184000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 5.088134776740906091e+04 2.199069756856000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 3.268533578820115508e+04 3.461120191865000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 2.118252643289914704e+04 5.451496563622000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.343379323377946093e+04 8.597034532856000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 8.122016719925946745e+03 1.349424183811700000e+13
1.323435738828882791e+01 1.343190328912534071e+01 4.897119924391025052e+03 2.128694116445300000e+13
1.343190328912534071e+01 1.362944918996185351e+01 2.756838207635598792e+03 3.348866690856300000e+13
1.362944918996185351e+01 1.382699509079836631e+01 1.558331907929198451e+03 5.286122272143700000e+13
1.382699509079836631e+01 1.402454099163487733e+01 8.011199884296537448e+02 8.303170536828900000e+13
1.402454099163487733e+01 1.422208689247139013e+01 3.710394588519217791e+02 1.288150134770880000e+14
1.422208689247139013e+01 1.441963279330790293e+01 1.650122911233017646e+02 2.033738787878780000e+14
1.441963279330790293e+01 1.461717869414441395e+01 5.500292760630102862e+01 3.129440000000000000e+14
1.461717869414441395e+01 1.481472459498092675e+01 1.300048821995424753e+01 4.894630769230770000e+14
1.481472459498092675e+01 1.501227049581743955e+01 3.000083811668603939e+00 7.153133333333330000e+14
1.501227049581743955e+01 1.520981639665395235e+01 1.000017563839817658e+00 1.297100000000000000e+15
