# logM_lo logM_hi N Mave
1.106135247908719421e+01 1.125889837992370701e+01 6.127999791218696628e+05 1.435408926640000000e+11
1.125889837992370701e+01 1.145644428076021804e+01 3.993978880993172061e+05 2.263018804600000000e+11
1.145644428076021804e+01 1.165399018159673084e+01 2.641170067555064452e+05 3.563628284610000000e+11
1.165399018159673084e+01 1.185153608243324364e+01 1.725726103275606583e+05 5.615093931110000000e+11
1.185153608243324364e+01 1.204908198326975466e+01 1.114735738297364296e+05 8.843662069300000000e+11
1.204908198326975466e+01 1.224662788410626746e+01 7.135988905929586326e+04 1.393843862955000000e+12
1.224662788410626746e+01 1.244417378494278026e+01 4.531235557285932737e+04 2.194975285970000000e+12
1.244417378494278026e+01 1.264171968577929306e+01 2.830853733070761518e+04 3.459542649869000000e+12
1.264171968577929306e+01 1.283926558661580408e+01 1.746688603813978989e+04 5.447671533390000000e+12
1.283926558661580408e+01 1.303681148745231688e+01 1.032209768798181904e+04 8.553250431494000000e+12
1.303681148745231688e+01 1.323435738828882791e+01 5.853618490989585553e+03 1.347997282051200000e+13
1.323435738828882791e+01 1.343190328912534071e+01 3.219400453694386215e+03 2.115469577377200000e+13
1.343190328912534071e+01 1.362944918996185351e+01 1.678510715605104679e+03 3.345709654350400000e+13
1.362944918996185351e+01 1.382699509079836631e+01 8.501837823493324322e+02 5.186680823529400000e+13
1.382699509079836631e+01 1.402454099163487733e+01 3.300498847069618478e+02 8.206960303030300000e+13
1.402454099163487733e+01 1.422208689247139013e+01 1.260133033856030806e+02 1.300294444444440000e+14
1.422208689247139013e+01 1.441963279330790293e+01 4.000297831788338954e+01 2.034922500000000000e+14
1.441963279330790293e+01 1.461717869414441395e+01 7.000367309580525443e+00 3.187414285714280000e+14
1.461717869414441395e+01 1.481472459498092675e+01 3.000116630014478591e+00 4.682366666666660000e+14
