# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 8.719344014084852824e+04 4.189160083426350000e+14
1.465935893537541546e+01 1.472991899140828842e+01 5.800293723554786266e+04 4.931635802969190000e+14
1.472991899140828842e+01 1.480047904744116138e+01 3.917034995341319154e+04 5.794313040085320000e+14
1.480047904744116138e+01 1.487103910347403435e+01 2.469866948659426271e+04 6.814001481786370000e+14
1.487103910347403435e+01 1.494159915950690731e+01 1.578569457444342515e+04 8.008179611775290000e+14
1.494159915950690731e+01 1.501215921553978028e+01 9.293033412319906347e+03 9.428822920980920000e+14
1.501215921553978028e+01 1.508271927157265324e+01 5.347888440495644318e+03 1.107747428139183000e+15
1.508271927157265324e+01 1.515327932760552621e+01 2.943020843454417900e+03 1.303338126286891000e+15
1.515327932760552621e+01 1.522383938363839917e+01 1.509128435148387780e+03 1.528989505347593000e+15
1.522383938363839917e+01 1.529439943967127036e+01 7.517568435576965840e+02 1.801244772117962000e+15
1.529439943967127036e+01 1.536495949570414510e+01 3.211741659966215252e+02 2.110985266457680000e+15
1.536495949570414510e+01 1.543551955173701629e+01 1.197116795904979512e+02 2.492503361344538000e+15
1.543551955173701629e+01 1.550607960776988925e+01 5.126845395991038146e+01 2.933211764705882000e+15
1.550607960776988925e+01 1.557663966380276221e+01 1.406530319634030590e+01 3.422100000000000000e+15
1.557663966380276221e+01 1.564719971983563518e+01 4.016453753125238002e+00 4.016850000000000000e+15
1.564719971983563518e+01 1.571775977586850814e+01 1.003613121586474310e+00 4.740100000000000000e+15
