# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 1.561910575109847559e+04 4.179839212856670000e+14
1.465935893537541546e+01 1.472991899140828842e+01 8.704642983835121413e+03 4.917698474357470000e+14
1.472991899140828842e+01 1.480047904744116138e+01 5.040848626452780991e+03 5.777053183747720000e+14
1.480047904744116138e+01 1.487103910347403435e+01 2.580361172988383714e+03 6.790605673758860000e+14
1.487103910347403435e+01 1.494159915950690731e+01 1.298769119160436958e+03 7.986743828125000000e+14
1.494159915950690731e+01 1.501215921553978028e+01 5.783697437586631622e+02 9.380884588441330000e+14
1.501215921553978028e+01 1.508271927157265324e+01 2.508125782372934225e+02 1.104391532258064000e+15
1.508271927157265324e+01 1.515327932760552621e+01 1.171607093143972378e+02 1.294315517241379000e+15
1.515327932760552621e+01 1.522383938363839917e+01 3.127479335517075754e+01 1.511351612903225000e+15
1.522383938363839917e+01 1.529439943967127036e+01 1.410822059144955531e+01 1.797942857142857000e+15
1.529439943967127036e+01 1.536495949570414510e+01 5.034351047897761333e+00 2.089300000000000000e+15
1.536495949570414510e+01 1.543551955173701629e+01 1.005848711077602875e+00 2.563100000000000000e+15
