# logM_lo logM_hi N Mave
1.462318031032448040e+01 1.469202129480825647e+01 1.493245933100098919e+05 4.528002760929820000e+14
1.469202129480825647e+01 1.476086227929203254e+01 1.050644132194071281e+05 5.311496858256920000e+14
1.476086227929203254e+01 1.482970326377580861e+01 7.547050391382320959e+04 6.215047523562610000e+14
1.482970326377580861e+01 1.489854424825958468e+01 5.223939429984654998e+04 7.277942580193080000e+14
1.489854424825958468e+01 1.496738523274336075e+01 3.534873269081901526e+04 8.523288542145150000e+14
1.496738523274336075e+01 1.503622621722713681e+01 2.349328190349644501e+04 9.990680922811550000e+14
1.503622621722713681e+01 1.510506720171091288e+01 1.462272544788621053e+04 1.170731315716657000e+15
1.510506720171091288e+01 1.517390818619468895e+01 8.973491031160252533e+03 1.370097872340425000e+15
1.517390818619468895e+01 1.524274917067846502e+01 5.093390830694233046e+03 1.605042056259904000e+15
1.524274917067846502e+01 1.531159015516223931e+01 2.789977045250682750e+03 1.880985332369942000e+15
1.531159015516223931e+01 1.538043113964601716e+01 1.442051468910157382e+03 2.199723882681564000e+15
1.538043113964601716e+01 1.544927212412979145e+01 7.284869053386440783e+02 2.578080524861878000e+15
1.544927212412979145e+01 1.551811310861356752e+01 2.976224136219272509e+02 3.015601351351351000e+15
1.551811310861356752e+01 1.558695409309734359e+01 1.406788094668955864e+02 3.525279999999999000e+15
1.558695409309734359e+01 1.565579507758111966e+01 5.222077676402047786e+01 4.175907692307692000e+15
1.565579507758111966e+01 1.572463606206489573e+01 8.030892537166582912e+00 4.712962500000000000e+15
1.572463606206489573e+01 1.579347704654867179e+01 4.013469977503440589e+00 5.614750000000000000e+15
1.579347704654867179e+01 1.586231803103244786e+01 1.003086450319274014e+00 6.275200000000000000e+15
1.586231803103244786e+01 1.593115901551622393e+01 1.002731643897372571e+00 7.335800000000000000e+15
