# logM_lo logM_hi N Mave
1.466044295625860805e+01 1.472742080844567703e+01 1.170948468182787656e+04 4.911342002100100000e+14
1.472742080844567703e+01 1.479439866063274778e+01 6.401311302179087761e+03 5.736700175578610000e+14
1.479439866063274778e+01 1.486137651281981675e+01 3.610107352240810542e+03 6.684521400338790000e+14
1.486137651281981675e+01 1.492835436500688573e+01 1.898813936631397382e+03 7.793093893947510000e+14
1.492835436500688573e+01 1.499533221719395648e+01 9.643175389721538977e+02 9.101564736842100000e+14
1.499533221719395648e+01 1.506231006938102546e+01 4.874410406176725701e+02 1.054944178794178000e+15
1.506231006938102546e+01 1.512928792156809443e+01 1.669586906476352510e+02 1.230255151515151000e+15
1.512928792156809443e+01 1.519626577375516518e+01 7.377176653621178559e+01 1.423797260273972000e+15
1.519626577375516518e+01 1.526324362594223416e+01 3.027959368576336985e+01 1.671766666666666000e+15
1.526324362594223416e+01 1.533022147812930314e+01 1.109180116298905538e+01 1.922381818181818000e+15
1.533022147812930314e+01 1.539719933031637389e+01 2.013913305087683625e+00 2.424500000000000000e+15
1.539719933031637389e+01 1.546417718250344286e+01 1.006398768351893791e+00 2.695600000000000000e+15
