# logM_lo logM_hi N Mave
1.466044295625860805e+01 1.472742080844567703e+01 4.575696175466113345e+04 4.919891995253120000e+14
1.472742080844567703e+01 1.479439866063274778e+01 2.915388139417131606e+04 5.744614406868750000e+14
1.479439866063274778e+01 1.486137651281981675e+01 1.822584406345854586e+04 6.699770875740960000e+14
1.486137651281981675e+01 1.492835436500688573e+01 1.109344142029191971e+04 7.808458745874580000e+14
1.492835436500688573e+01 1.499533221719395648e+01 6.708604857965226984e+03 9.099448812225750000e+14
1.499533221719395648e+01 1.506231006938102546e+01 3.570015170191129073e+03 1.060925733749645000e+15
1.506231006938102546e+01 1.512928792156809443e+01 1.941680254915766682e+03 1.237461386138614000e+15
1.512928792156809443e+01 1.519626577375516518e+01 1.042801137030678319e+03 1.442692054263566000e+15
1.519626577375516518e+01 1.526324362594223416e+01 4.592313831441862249e+02 1.675878241758242000e+15
1.526324362594223416e+01 1.533022147812930314e+01 1.966048948155061566e+02 1.957408205128205000e+15
1.533022147812930314e+01 1.539719933031637389e+01 7.655699179284124511e+01 2.269371052631579000e+15
1.539719933031637389e+01 1.546417718250344286e+01 4.025853782229103217e+01 2.661527500000000000e+15
1.546417718250344286e+01 1.553115503469051362e+01 5.028468962790832109e+00 3.128580000000000000e+15
1.553115503469051362e+01 1.559813288687758259e+01 7.035721170980339778e+00 3.598185714285714000e+15
1.559813288687758259e+01 1.566511073906465157e+01 1.004569361931848759e+00 4.141800000000000000e+15
