# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 5.278940136604453437e+04 4.186945263464330000e+14
1.465935893537541546e+01 1.472991899140828842e+01 3.335366663797872025e+04 4.926856658499230000e+14
1.472991899140828842e+01 1.480047904744116138e+01 2.147374360138862539e+04 5.790973655990510000e+14
1.480047904744116138e+01 1.487103910347403435e+01 1.305280726819003576e+04 6.806093254926390000e+14
1.487103910347403435e+01 1.494159915950690731e+01 7.571207926114978363e+03 8.004856017153570000e+14
1.494159915950690731e+01 1.501215921553978028e+01 4.272263207974426223e+03 9.419444855381690000e+14
1.501215921553978028e+01 1.508271927157265324e+01 2.279562707043787668e+03 1.105403948535936000e+15
1.508271927157265324e+01 1.515327932760552621e+01 1.076641397007855403e+03 1.298425515947467000e+15
1.515327932760552621e+01 1.522383938363839917e+01 5.104449377850855853e+02 1.528826679841897000e+15
1.522383938363839917e+01 1.529439943967127036e+01 2.277440303539402748e+02 1.801378318584070000e+15
1.529439943967127036e+01 1.536495949570414510e+01 8.558016142597223563e+01 2.106248235294117000e+15
1.536495949570414510e+01 1.543551955173701629e+01 3.017919611159279114e+01 2.496366666666667000e+15
1.543551955173701629e+01 1.550607960776988925e+01 1.306814678518233386e+01 2.948184615384615000e+15
1.557663966380276221e+01 1.564719971983563518e+01 1.004078004459062257e+00 4.061000000000000000e+15
