# logM_lo logM_hi N Mave
1.462318031032448040e+01 1.469202129480825647e+01 1.137647956093235189e+04 4.514725020264790000e+14
1.469202129480825647e+01 1.476086227929203254e+01 6.348346124069154030e+03 5.294064048921780000e+14
1.476086227929203254e+01 1.482970326377580861e+01 3.467905220485840346e+03 6.195644049368200000e+14
1.482970326377580861e+01 1.489854424825958468e+01 1.728700802378154322e+03 7.240126470588230000e+14
1.489854424825958468e+01 1.496738523274336075e+01 8.738230712865657779e+02 8.480628919860620000e+14
1.496738523274336075e+01 1.503622621722713681e+01 4.001831102063579806e+02 9.950174936708860000e+14
1.503622621722713681e+01 1.510506720171091288e+01 1.689370424726578790e+02 1.162808383233533000e+15
1.510506720171091288e+01 1.517390818619468895e+01 4.647030697547130984e+01 1.363319565217391000e+15
1.517390818619468895e+01 1.524274917067846502e+01 1.715161373274712631e+01 1.622288235294117000e+15
1.524274917067846502e+01 1.531159015516223931e+01 7.056170583936441254e+00 1.855600000000000000e+15
1.531159015516223931e+01 1.538043113964601716e+01 1.007334653511046563e+00 2.079100000000000000e+15
