# logM_lo logM_hi N Mave
1.462318031032448040e+01 1.469202129480825647e+01 4.257576638849775190e+04 4.522549639041290000e+14
1.469202129480825647e+01 1.476086227929203254e+01 2.647527998153397857e+04 5.300498699594820000e+14
1.476086227929203254e+01 1.482970326377580861e+01 1.656604973970550054e+04 6.201785783710630000e+14
1.482970326377580861e+01 1.489854424825958468e+01 1.003688611674294043e+04 7.267676476547460000e+14
1.489854424825958468e+01 1.496738523274336075e+01 5.730937289010614222e+03 8.499266725695060000e+14
1.496738523274336075e+01 1.503622621722713681e+01 3.140609764462824842e+03 9.973243838709670000e+14
1.503622621722713681e+01 1.510506720171091288e+01 1.651887398921008298e+03 1.165624433557869000e+15
1.510506720171091288e+01 1.517390818619468895e+01 7.616902828030237060e+02 1.368999204244032000e+15
1.517390818619468895e+01 1.524274917067846502e+01 3.703170990219730356e+02 1.594492098092643000e+15
1.524274917067846502e+01 1.531159015516223931e+01 1.320483936778073826e+02 1.861277099236641000e+15
1.531159015516223931e+01 1.538043113964601716e+01 5.337426408036427006e+01 2.183143396226415000e+15
1.538043113964601716e+01 1.544927212412979145e+01 1.509368035582541800e+01 2.553660000000000000e+15
1.544927212412979145e+01 1.551811310861356752e+01 5.027708885132744498e+00 2.972540000000000000e+15
1.551811310861356752e+01 1.558695409309734359e+01 1.004801619422857506e+00 3.568100000000000000e+15
