# logM_lo logM_hi N Mave
1.466044295625860805e+01 1.472742080844567703e+01 6.699669158910012629e+04 4.919976371727420000e+14
1.472742080844567703e+01 1.479439866063274778e+01 4.408483715707369993e+04 5.749388134139840000e+14
1.479439866063274778e+01 1.486137651281981675e+01 2.871574380068678511e+04 6.698817856889330000e+14
1.486137651281981675e+01 1.492835436500688573e+01 1.849720503779514547e+04 7.808344848251590000e+14
1.492835436500688573e+01 1.499533221719395648e+01 1.129740760010097983e+04 9.110461051212930000e+14
1.499533221719395648e+01 1.506231006938102546e+01 6.642328841544965144e+03 1.062975681159420000e+15
1.506231006938102546e+01 1.512928792156809443e+01 3.658674401611926442e+03 1.238808877212389000e+15
1.512928792156809443e+01 1.519626577375516518e+01 1.989582246370593566e+03 1.446041086846114000e+15
1.519626577375516518e+01 1.526324362594223416e+01 1.083945179670060497e+03 1.685816666666666000e+15
1.526324362594223416e+01 1.533022147812930314e+01 4.617694452589836374e+02 1.958493449781659000e+15
1.533022147812930314e+01 1.539719933031637389e+01 1.964167862349773088e+02 2.294974871794872000e+15
1.539719933031637389e+01 1.546417718250344286e+01 7.548312909992861819e+01 2.674693333333333000e+15
1.546417718250344286e+01 1.553115503469051362e+01 2.816081164588644015e+01 3.095264285714286000e+15
1.553115503469051362e+01 1.559813288687758259e+01 1.909483642044090956e+01 3.700552631578948000e+15
1.559813288687758259e+01 1.566511073906465157e+01 4.017720073319178020e+00 4.310625000000000000e+15
