# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 1.882199237407612382e+05 4.192880765043970000e+14
1.465935893537541546e+01 1.472991899140828842e+01 1.350545118021366652e+05 4.936096611553990000e+14
1.472991899140828842e+01 1.480047904744116138e+01 1.000774797091439832e+05 5.802092083401200000e+14
1.480047904744116138e+01 1.487103910347403435e+01 7.108987692358771164e+04 6.823483846241840000e+14
1.487103910347403435e+01 1.494159915950690731e+01 4.907756321183637920e+04 8.018870854437570000e+14
1.494159915950690731e+01 1.501215921553978028e+01 3.309163154445420514e+04 9.443472468780600000e+14
1.501215921553978028e+01 1.508271927157265324e+01 2.133021535923573174e+04 1.110712492888299000e+15
1.508271927157265324e+01 1.515327932760552621e+01 1.356460401282443308e+04 1.304551790633609000e+15
1.515327932760552621e+01 1.522383938363839917e+01 8.139670008775069618e+03 1.534044441690420000e+15
1.522383938363839917e+01 1.529439943967127036e+01 4.699931013651771536e+03 1.806087671526586000e+15
1.529439943967127036e+01 1.536495949570414510e+01 2.620664420943168807e+03 2.121383058009988000e+15
1.536495949570414510e+01 1.543551955173701629e+01 1.349019851519813074e+03 2.492297240865026000e+15
1.543551955173701629e+01 1.550607960776988925e+01 6.343266381927224984e+02 2.926919175911252000e+15
1.550607960776988925e+01 1.557663966380276221e+01 2.913497112613046625e+02 3.431990689655172000e+15
1.557663966380276221e+01 1.564719971983563518e+01 1.194883911234180260e+02 4.028636974789917000e+15
1.564719971983563518e+01 1.571775977586850814e+01 4.114866208099198275e+01 4.719985365853658000e+15
1.571775977586850814e+01 1.578831983190138111e+01 1.404431627047780928e+01 5.614592857142858000e+15
1.578831983190138111e+01 1.585887988793425407e+01 7.019766044803846583e+00 6.496899999999999000e+15
1.585887988793425407e+01 1.592943994396712704e+01 3.007463081102912383e+00 7.638866666666666000e+15
