# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 2.304251641955198138e+05 4.193940664040610000e+14
1.465935893537541546e+01 1.472991899140828842e+01 1.683804337736730231e+05 4.937125699015400000e+14
1.472991899140828842e+01 1.480047904744116138e+01 1.277540624060325936e+05 5.803626478610390000e+14
1.480047904744116138e+01 1.487103910347403435e+01 9.205248506573933992e+04 6.823840311216150000e+14
1.487103910347403435e+01 1.494159915950690731e+01 6.664244246434948582e+04 8.022964018086870000e+14
1.494159915950690731e+01 1.501215921553978028e+01 4.567722818902411382e+04 9.446271816932010000e+14
1.501215921553978028e+01 1.508271927157265324e+01 3.021342281777577591e+04 1.110754381443299000e+15
1.508271927157265324e+01 1.515327932760552621e+01 2.033226178141474884e+04 1.305599289688058000e+15
1.515327932760552621e+01 1.522383938363839917e+01 1.266283248657604599e+04 1.536002071218035000e+15
1.522383938363839917e+01 1.529439943967127036e+01 7.584987294115969235e+03 1.804493888667464000e+15
1.529439943967127036e+01 1.536495949570414510e+01 4.273807324972627612e+03 2.122136796230859000e+15
1.536495949570414510e+01 1.543551955173701629e+01 2.504891446893612283e+03 2.491515301204819000e+15
1.543551955173701629e+01 1.550607960776988925e+01 1.265634012205842964e+03 2.929698649722002000e+15
1.550607960776988925e+01 1.557663966380276221e+01 6.047968585850641148e+02 3.439939368770764000e+15
1.557663966380276221e+01 1.564719971983563518e+01 2.640749285525417918e+02 4.050501140684410000e+15
1.564719971983563518e+01 1.571775977586850814e+01 1.003591282500515973e+02 4.778109000000000000e+15
1.571775977586850814e+01 1.578831983190138111e+01 3.511085062557621939e+01 5.611288571428572000e+15
1.578831983190138111e+01 1.585887988793425407e+01 1.303652932477329074e+01 6.537846153846153000e+15
1.585887988793425407e+01 1.592943994396712704e+01 6.014605261911117218e+00 7.854583333333333000e+15
1.592943994396712704e+01 1.600000000000000000e+01 3.006513322763582519e+00 9.092800000000000000e+15
