# logM_lo logM_hi N Mave
1.462318031032448040e+01 1.469202129480825647e+01 5.174387263145850739e+03 4.508675643564350000e+14
1.469202129480825647e+01 1.476086227929203254e+01 2.717691414350646482e+03 5.289146729323300000e+14
1.476086227929203254e+01 1.482970326377580861e+01 1.338110436643818275e+03 6.185891317593290000e+14
1.482970326377580861e+01 1.489854424825958468e+01 6.182647575564221825e+02 7.237901315789470000e+14
1.489854424825958468e+01 1.496738523274336075e+01 3.014232893985017654e+02 8.474041750841750000e+14
1.496738523274336075e+01 1.503622621722713681e+01 1.002968924780063418e+02 9.966257575757570000e+14
1.503622621722713681e+01 1.510506720171091288e+01 3.237491855856517020e+01 1.147290625000000000e+15
1.510506720171091288e+01 1.517390818619468895e+01 1.212358974479461082e+01 1.350749999999999000e+15
1.517390818619468895e+01 1.524274917067846502e+01 4.035137848103443226e+00 1.654375000000000000e+15
1.524274917067846502e+01 1.531159015516223931e+01 1.008185107256230895e+00 1.808200000000000000e+15
