# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 2.972086839840050379e+04 4.186125443827770000e+14
1.465935893537541546e+01 1.472991899140828842e+01 1.793538515047449982e+04 4.925776220310980000e+14
1.472991899140828842e+01 1.480047904744116138e+01 1.079749755368518527e+04 5.782154883457580000e+14
1.480047904744116138e+01 1.487103910347403435e+01 6.122284085134387169e+03 6.808257804716040000e+14
1.487103910347403435e+01 1.494159915950690731e+01 3.368588892348127501e+03 7.994701686746980000e+14
1.494159915950690731e+01 1.501215921553978028e+01 1.715792762993996803e+03 9.414215761511210000e+14
1.501215921553978028e+01 1.508271927157265324e+01 7.777091926515034856e+02 1.107896618985695000e+15
1.508271927157265324e+01 1.515327932760552621e+01 3.343003391567388007e+02 1.301067069486404000e+15
1.515327932760552621e+01 1.522383938363839917e+01 1.694787464640928647e+02 1.523293452380952000e+15
1.522383938363839917e+01 1.529439943967127036e+01 5.139490252655873093e+01 1.794564705882352000e+15
1.529439943967127036e+01 1.536495949570414510e+01 1.711536502344750943e+01 2.122194117647059000e+15
1.536495949570414510e+01 1.543551955173701629e+01 9.053791647302201540e+00 2.494544444444444000e+15
1.543551955173701629e+01 1.550607960776988925e+01 2.010677459689307334e+00 2.880300000000000000e+15
1.550607960776988925e+01 1.557663966380276221e+01 1.004839602059527159e+00 3.263500000000000000e+15
