# logM_lo logM_hi N Mave
1.458879887934254249e+01 1.465935893537541546e+01 1.329365702794138342e+05 4.192133545513390000e+14
1.465935893537541546e+01 1.472991899140828842e+01 9.151681229958269978e+04 4.935271779846410000e+14
1.472991899140828842e+01 1.480047904744116138e+01 6.586300291310845932e+04 5.800425748762370000e+14
1.480047904744116138e+01 1.487103910347403435e+01 4.378867218753137422e+04 6.817414185220440000e+14
1.487103910347403435e+01 1.494159915950690731e+01 2.940230105467752219e+04 8.015918285655130000e+14
1.494159915950690731e+01 1.501215921553978028e+01 1.856441339918894300e+04 9.430359626820880000e+14
1.501215921553978028e+01 1.508271927157265324e+01 1.122553771697457887e+04 1.109217765765765000e+15
1.508271927157265324e+01 1.515327932760552621e+01 6.715140501918670452e+03 1.304427989171304000e+15
1.515327932760552621e+01 1.522383938363839917e+01 3.750563030440662715e+03 1.533992899408284000e+15
1.522383938363839917e+01 1.529439943967127036e+01 2.033572802009962288e+03 1.801598166501486000e+15
1.529439943967127036e+01 1.536495949570414510e+01 1.003770682858476448e+03 2.118873420260782000e+15
1.536495949570414510e+01 1.543551955173701629e+01 4.899214314987182775e+02 2.482480287474332000e+15
1.543551955173701629e+01 1.550607960776988925e+01 2.020602251246885146e+02 2.924596019900497000e+15
1.550607960776988925e+01 1.557663966380276221e+01 7.534968317875843979e+01 3.423239999999999000e+15
1.557663966380276221e+01 1.564719971983563518e+01 2.008214450945288831e+01 4.025590000000000000e+15
1.564719971983563518e+01 1.571775977586850814e+01 1.003631748975177906e+01 4.709630000000000000e+15
1.571775977586850814e+01 1.578831983190138111e+01 5.016282506737741009e+00 5.414160000000000000e+15
