# logM_lo logM_hi N Mave
1.462318031032448040e+01 1.469202129480825647e+01 2.295071091704538776e+04 4.516126838087580000e+14
1.469202129480825647e+01 1.476086227929203254e+01 1.339139378730261888e+04 5.296591219102830000e+14
1.476086227929203254e+01 1.482970326377580861e+01 8.089401010936408966e+03 6.198343109095490000e+14
1.482970326377580861e+01 1.489854424825958468e+01 4.474113651984459466e+03 7.258028409090910000e+14
1.489854424825958468e+01 1.496738523274336075e+01 2.310845441309928901e+03 8.499882345191040000e+14
1.496738523274336075e+01 1.503622621722713681e+01 1.181300016457249058e+03 9.946426929674090000e+14
1.503622621722713681e+01 1.510506720171091288e+01 5.765833077485992817e+02 1.168285789473684000e+15
1.510506720171091288e+01 1.517390818619468895e+01 2.404362849590880558e+02 1.361588235294117000e+15
1.517390818619468895e+01 1.524274917067846502e+01 7.567717938640053887e+01 1.596351999999999000e+15
1.524274917067846502e+01 1.531159015516223931e+01 2.822153337166679421e+01 1.889650000000000000e+15
1.531159015516223931e+01 1.538043113964601716e+01 1.208551560793264912e+01 2.158058333333333000e+15
1.538043113964601716e+01 1.544927212412979145e+01 2.012434539541953615e+00 2.567450000000000000e+15
