# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 6.059585188949326985e+05 1.624602784270000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 4.044194204521001666e+05 2.549493678370000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.688752597776321345e+05 3.995975994180000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.790807706763010647e+05 6.265020644970000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.182872726543032768e+05 9.821380560910000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 7.749508727384140366e+04 1.539840126670000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.033337585034431686e+04 2.412215939604000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.235951508889029355e+04 3.779301210526000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.065074383303337891e+04 5.926398395073000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.273962152355266153e+04 9.287965933375000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 7.619909942503027196e+03 1.450552803676900000e+13
1.326513274915274287e+01 1.346048040992754835e+01 4.458029457664669280e+03 2.264879241472100000e+13
1.346048040992754835e+01 1.365582807070235205e+01 2.435779944368678571e+03 3.556451334702200000e+13
1.365582807070235205e+01 1.385117573147715575e+01 1.263284923091115388e+03 5.574505225653200000e+13
1.385117573147715575e+01 1.404652339225195945e+01 6.130976274527006353e+02 8.711433768352300000e+13
1.404652339225195945e+01 1.424187105302676315e+01 2.650300109339555092e+02 1.348860754716980000e+14
1.424187105302676315e+01 1.443721871380156685e+01 9.200745561478055379e+01 2.071751086956520000e+14
1.443721871380156685e+01 1.463256637457637233e+01 3.200177626961907862e+01 3.365709375000000000e+14
1.463256637457637233e+01 1.482791403535117603e+01 7.000283777052834999e+00 5.036128571428570000e+14
1.482791403535117603e+01 1.502326169612597973e+01 1.000028484525446126e+00 7.918600000000000000e+14
