# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 9.148401769840199267e+04 1.606166245460000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 4.289462080858067202e+04 2.516636878860000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 1.923468628406802236e+04 3.932430166070000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 8.156789585091970366e+03 6.152404681900000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 2.992057964953832652e+03 9.574073353490000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 9.987739761660487829e+02 1.501235075376000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 2.687192330678917642e+02 2.335892164179000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 6.011238088659169421e+01 3.701045000000000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 1.802458920105810591e+01 5.543772222222000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 2.002061237045903663e+00 7.952900000000000000e+12
