# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.587529958503597882e+05 1.625953938870000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.798627263397289207e+05 2.551415285820000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.597251948329961160e+05 3.998717930490000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.775210407855750818e+05 6.269746438050000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.209626872485673666e+05 9.833877524570000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 8.196534645858500153e+04 1.541799664470000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.545149050587415695e+04 2.417580837868000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.762399278490916186e+04 3.793503506856000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.522658853541333883e+04 5.945253770739000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.684433569500628801e+04 9.311635224909000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.122119583778070592e+04 1.459538460852500000e+13
1.326513274915274287e+01 1.346048040992754835e+01 7.216261494047168526e+03 2.285950436711400000e+13
1.346048040992754835e+01 1.365582807070235205e+01 4.617470609450644588e+03 3.581040836221800000e+13
1.365582807070235205e+01 1.385117573147715575e+01 2.993669534136416587e+03 5.635028165720000000e+13
1.385117573147715575e+01 1.404652339225195945e+01 1.781281316719738925e+03 8.803983773161100000e+13
1.404652339225195945e+01 1.424187105302676315e+01 1.029114599006479693e+03 1.378120796890180000e+14
1.424187105302676315e+01 1.443721871380156685e+01 5.650442627195417344e+02 2.163692212389380000e+14
1.443721871380156685e+01 1.463256637457637233e+01 2.740152327998288229e+02 3.359053649635030000e+14
1.463256637457637233e+01 1.482791403535117603e+01 1.230048296339016645e+02 5.246657723577230000e+14
1.482791403535117603e+01 1.502326169612597973e+01 3.300090505752200443e+01 8.312715151515150000e+14
1.502326169612597973e+01 1.521860935690078520e+01 1.000020160667926916e+01 1.233510000000000000e+15
1.521860935690078520e+01 1.541395701767558890e+01 5.000069156640929435e+00 1.999880000000000000e+15
1.541395701767558890e+01 1.560930467845039260e+01 1.000010182770172618e+00 2.961900000000000000e+15
