# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.655016055006685201e+05 1.626089734610000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.837147169736371143e+05 2.551667076080000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.623510502097954741e+05 3.999342170450000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.787260350236936938e+05 6.270140925740000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.213607793156049738e+05 9.835217178160000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 8.212895194795275165e+04 1.541671649251000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.533922839615005796e+04 2.417253193224000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.757191581037906144e+04 3.792514390848000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.507739858495873341e+04 5.944247075264000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.665016472614066151e+04 9.306874962428000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.101807324002353926e+04 1.457486904005000000e+13
1.326513274915274287e+01 1.346048040992754835e+01 7.009167329835900091e+03 2.286490165572300000e+13
1.346048040992754835e+01 1.365582807070235205e+01 4.529438948369386708e+03 3.592642248233200000e+13
1.365582807070235205e+01 1.385117573147715575e+01 2.803627866362628083e+03 5.625393150196200000e+13
1.385117573147715575e+01 1.404652339225195945e+01 1.717271632422591438e+03 8.786391671520000000e+13
1.404652339225195945e+01 1.424187105302676315e+01 9.221030467021943196e+02 1.371876681127980000e+14
1.424187105302676315e+01 1.443721871380156685e+01 5.030396211831566688e+02 2.148604572564610000e+14
1.443721871380156685e+01 1.463256637457637233e+01 2.440136050248688946e+02 3.346379098360650000e+14
1.463256637457637233e+01 1.482791403535117603e+01 9.700380010648432005e+01 5.261950515463910000e+14
1.482791403535117603e+01 1.502326169612597973e+01 2.300063443108819428e+01 8.251708695652170000e+14
1.502326169612597973e+01 1.521860935690078520e+01 1.100021699462994462e+01 1.268436363636363000e+15
1.521860935690078520e+01 1.541395701767558890e+01 3.000042831380418829e+00 1.920133333333333000e+15
1.541395701767558890e+01 1.560930467845039260e+01 1.000010838592632290e+00 2.734000000000000000e+15
