# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.180764056675186730e+05 1.620804882820000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.262981711084150011e+05 2.543632935560000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.038328171682449174e+05 3.984628152620000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.256267560049515305e+05 6.247726027780000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 7.596366165466616803e+04 9.788706971660000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 4.442016018983526010e+04 1.532267879335000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 2.560709276971930740e+04 2.400425720438000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 1.368130246397636256e+04 3.752859929701000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 7.121281579716496708e+03 5.877460194038000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 3.426147234752726035e+03 9.205973210633000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.538003851770456777e+03 1.426857839947900000e+13
1.326513274915274287e+01 1.346048040992754835e+01 5.722617286377254686e+02 2.251450874125800000e+13
1.346048040992754835e+01 1.365582807070235205e+01 2.240724674124052456e+02 3.511264732142800000e+13
1.365582807070235205e+01 1.385117573147715575e+01 5.201212022816159219e+01 5.345913461538400000e+13
1.385117573147715575e+01 1.404652339225195945e+01 1.700280362283368163e+01 8.330141176470500000e+13
1.404652339225195945e+01 1.424187105302676315e+01 3.000345091131742414e+00 1.322133333333330000e+14
