# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.750032064286773093e+05 1.625874620830000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.898602360318991123e+05 2.551407161360000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.652558648183101905e+05 3.999487180400000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.801769594347659149e+05 6.268247245160000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.217880245895720873e+05 9.832082876310000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 8.213698166522233805e+04 1.541990872875000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.508262019581850473e+04 2.415885411092000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.725434249216090393e+04 3.791878588716000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.449567147247024695e+04 5.938182598920000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.626481294208530198e+04 9.307542541538000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.057678947549361692e+04 1.457619101229800000e+13
1.326513274915274287e+01 1.346048040992754835e+01 6.640000643145570393e+03 2.286337034804800000e+13
1.346048040992754835e+01 1.365582807070235205e+01 4.270359342782578096e+03 3.583460412274500000e+13
1.365582807070235205e+01 1.385117573147715575e+01 2.602582615724310926e+03 5.628249692544100000e+13
1.385117573147715575e+01 1.404652339225195945e+01 1.529242713323423686e+03 8.748147678221000000e+13
1.404652339225195945e+01 1.424187105302676315e+01 7.980885173049229024e+02 1.385215162907260000e+14
1.424187105302676315e+01 1.443721871380156685e+01 4.030319972880999444e+02 2.126835483870960000e+14
1.443721871380156685e+01 1.463256637457637233e+01 2.000112331251104081e+02 3.315288000000000000e+14
1.463256637457637233e+01 1.482791403535117603e+01 6.300254089434974247e+01 5.069442857142850000e+14
1.482791403535117603e+01 1.502326169612597973e+01 2.700075915094625145e+01 8.051740740740740000e+14
1.502326169612597973e+01 1.521860935690078520e+01 6.000118217354674321e+00 1.270383333333333000e+15
1.521860935690078520e+01 1.541395701767558890e+01 2.000027447887636090e+00 2.019950000000000000e+15
