# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.695452530455309898e+05 1.625985025500000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.863849160688343691e+05 2.551730900120000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.635790772624556557e+05 3.999222075820000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.794846977839807514e+05 6.269924395290000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.215517830851432082e+05 9.831915699710000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 8.212112413578250562e+04 1.540684063214000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.541147764543040830e+04 2.416007136265000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.741662174039723322e+04 3.792849788475000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.489017602005789013e+04 5.939634017217000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.645299335780873298e+04 9.300597530113000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.085297334905266871e+04 1.455875714549100000e+13
1.326513274915274287e+01 1.346048040992754835e+01 6.921126360749309242e+03 2.287570555073700000e+13
1.346048040992754835e+01 1.365582807070235205e+01 4.389395309530441409e+03 3.589792616226000000e+13
1.365582807070235205e+01 1.385117573147715575e+01 2.716609461446312253e+03 5.612630670103000000e+13
1.385117573147715575e+01 1.404652339225195945e+01 1.665264046553510298e+03 8.759033033033000000e+13
1.404652339225195945e+01 1.424187105302676315e+01 8.630963144859720160e+02 1.374397450753180000e+14
1.424187105302676315e+01 1.443721871380156685e+01 4.720371257777625829e+02 2.152579237288130000e+14
1.443721871380156685e+01 1.463256637457637233e+01 2.130118197681816241e+02 3.366990140845070000e+14
1.463256637457637233e+01 1.482791403535117603e+01 8.000315758240053299e+01 5.211823750000000000e+14
1.482791403535117603e+01 1.502326169612597973e+01 2.300065293014294809e+01 7.953095652173910000e+14
1.502326169612597973e+01 1.521860935690078520e+01 1.100022356358294395e+01 1.220827272727272000e+15
1.521860935690078520e+01 1.541395701767558890e+01 3.000039804526989595e+00 2.109400000000000000e+15
