# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 5.947483057114247931e+05 1.625087892000000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 4.009725284641934559e+05 2.550577094510000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.695201003205104498e+05 3.997413363780000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.816187297595482378e+05 6.266759258190000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.216204756446064857e+05 9.826339839310000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 8.143247404300500057e+04 1.540879605822000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 5.322778397087330814e+04 2.415791521784000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.557439256013098930e+04 3.782005694331000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 2.289963842883695906e+04 5.930502999562000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.483753382625241102e+04 9.289017026443000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 9.319981447592015684e+03 1.458057107579900000e+13
1.326513274915274287e+01 1.346048040992754835e+01 5.697578726676238148e+03 2.281798683055300000e+13
1.346048040992754835e+01 1.365582807070235205e+01 3.423092625666244658e+03 3.570916393921600000e+13
1.365582807070235205e+01 1.385117573147715575e+01 1.945436075314908067e+03 5.618795475578400000e+13
1.385117573147715575e+01 1.404652339225195945e+01 9.841554180931768769e+02 8.804649796747900000e+13
1.404652339225195945e+01 1.424187105302676315e+01 5.260589970628703895e+02 1.365642775665390000e+14
1.424187105302676315e+01 1.443721871380156685e+01 2.370186931823528198e+02 2.144954008438810000e+14
1.443721871380156685e+01 1.463256637457637233e+01 7.600436179731995878e+01 3.224710526315780000e+14
1.463256637457637233e+01 1.482791403535117603e+01 2.600104595682260111e+01 5.086026923076920000e+14
1.482791403535117603e+01 1.502326169612597973e+01 7.000189860514546503e+00 8.432014285714280000e+14
1.502326169612597973e+01 1.521860935690078520e+01 1.000019092262203646e+00 1.322700000000000000e+15
