# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 6.072808539778369013e+05 1.624350865260000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 4.017513741662720568e+05 2.548783244240000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.662055483337057522e+05 3.993689116020000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.764360881322362984e+05 6.261131979760000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.154235227704501594e+05 9.815914420460000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 7.517147926639473008e+04 1.539654690024000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 4.809247381434684212e+04 2.413918604457000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.043094545835064491e+04 3.781582037860000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 1.927999013139503586e+04 5.919739501428000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.155453640033985539e+04 9.292786425848000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 6.741328316190280930e+03 1.457223615852700000e+13
1.326513274915274287e+01 1.346048040992754835e+01 3.851753972132547460e+03 2.264045194805100000e+13
1.346048040992754835e+01 1.365582807070235205e+01 1.941621918443487630e+03 3.554941524987100000e+13
1.365582807070235205e+01 1.385117573147715575e+01 9.952259620061631722e+02 5.527181105527600000e+13
1.385117573147715575e+01 1.404652339225195945e+01 4.670744942789588663e+02 8.693628693790100000e+13
1.404652339225195945e+01 1.424187105302676315e+01 1.620182193207021157e+02 1.360927160493820000e+14
1.424187105302676315e+01 1.443721871380156685e+01 5.500450162898754769e+01 2.045540000000000000e+14
1.443721871380156685e+01 1.463256637457637233e+01 2.200124750619218261e+01 3.274922727272720000e+14
1.463256637457637233e+01 1.482791403535117603e+01 3.000123152293031392e+00 4.955833333333330000e+14
