# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 3.576877419561010902e+05 1.617022424340000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 2.089801381598955486e+05 2.535106887250000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 1.205665511006976303e+05 3.971593308230000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 6.761860576260801463e+04 6.223792922170000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 3.590406525587960641e+04 9.741620538160000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 1.811674392973653448e+04 1.521462745858000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 8.682895920381293763e+03 2.381179907621000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 3.921287770288477532e+03 3.728869238630000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 1.536022539606210103e+03 5.801344589308000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 5.395051208997014101e+02 8.983378849721000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 1.951272818590712461e+02 1.427966666666600000e+13
1.326513274915274287e+01 1.346048040992754835e+01 4.802235357228546775e+01 2.201156250000000000e+13
1.346048040992754835e+01 1.365582807070235205e+01 6.001966960793025052e+00 3.452216666666600000e+13
1.365582807070235205e+01 1.385117573147715575e+01 1.000236876221347826e+00 5.236300000000000000e+13
