# logM_lo logM_hi N Mave
1.111630848062989863e+01 1.131165614140470232e+01 6.038360382402247051e+05 1.623992915680000000e+11
1.131165614140470232e+01 1.150700380217950602e+01 3.985531289986444172e+05 2.547705962680000000e+11
1.150700380217950602e+01 1.170235146295431150e+01 2.628220465937787085e+05 3.994127920190000000e+11
1.170235146295431150e+01 1.189769912372911520e+01 1.725188013430717110e+05 6.261759381880000000e+11
1.189769912372911520e+01 1.209304678450391890e+01 1.123249064951848268e+05 9.819260294090000000e+11
1.209304678450391890e+01 1.228839444527872260e+01 7.224062165009049932e+04 1.539924146554000000e+12
1.228839444527872260e+01 1.248374210605352630e+01 4.580959353548579384e+04 2.411879919019000000e+12
1.248374210605352630e+01 1.267908976682833178e+01 2.877591705676132915e+04 3.780224697977000000e+12
1.267908976682833178e+01 1.287443742760313548e+01 1.790321759805648253e+04 5.915926974272000000e+12
1.287443742760313548e+01 1.306978508837793918e+01 1.030139780728489859e+04 9.287695161290000000e+12
1.306978508837793918e+01 1.326513274915274287e+01 6.088909562998791444e+03 1.457181101068200000e+13
1.326513274915274287e+01 1.346048040992754835e+01 3.236467548378851006e+03 2.276405224111200000e+13
1.346048040992754835e+01 1.365582807070235205e+01 1.583504018723714125e+03 3.583856980416900000e+13
1.365582807070235205e+01 1.385117573147715575e+01 7.571708968720240591e+02 5.569320343461000000e+13
1.385117573147715575e+01 1.404652339225195945e+01 3.180514850900615897e+02 8.529641194968500000e+13
1.404652339225195945e+01 1.424187105302676315e+01 1.240140830532014036e+02 1.343921774193540000e+14
1.424187105302676315e+01 1.443721871380156685e+01 3.400267262475355068e+01 2.154317647058820000e+14
1.443721871380156685e+01 1.463256637457637233e+01 1.300073687602153250e+01 3.276553846153840000e+14
